id,input_text,raw_comment,raw_title,cleaned_comment,cleaned_title,source_platform,source_url,post_id,video_id,timestamp,username,likes,replies_count,char_length,word_count,has_emoji,topic,label,note,labeler,confidence,is_hate_keyword,sampling_strategy
06c7ff05dc2a,"<person> <person>, <person> <person> </s> thề luôn nghe chị này chửi đã tai vãi cả lồn, hay phết","Thề luôn nghe chị này chửi đã tai vcl, hay phết","Nhân Phẩm Mình Bị Bôi Nhọ, Tất Nhiên Mình Không Để Yên",,,Youtube,,,,,,0,0,0,0,False,,0,,,,True,hate_keyword
d564ce836152,<person> <person> </s> địt mẹ cứ tưởng bại não chỉ có trong mấy cái phim hoạt hình,Đm cứ tưởng bại não chỉ có trong mấy cái phim hoạt hình 😂😂😂,Con Thầy Vợ Bạn Gái Coser,,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzIwMzkxMTMyMDAxNjQzMDI=,vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> thằng óc chó,Thằng óc chó,"Vụ xe Phân khối lớn đâm vào đôi bạn trẻ trên phố Trịnh Văn Bô: Video hành trình ghi lại cảnh chiếc BMW phóng vơi tốc độ kinh hoàng‼️
Nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm...",thằng óc chó,vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm.,Facebook,,Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzIwMzkxMTMyMDAxNjQzMDI=,,2025-10-17 03:09:46+00:00,user_2d8a2680ce,0,0,12,3,False,neu,1,,,,True,hate_keyword
Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMjQ2NzU4OTU2ODU0MjUyNzc=,"boy phố ""gãy cánh"" ngay trước mặt </s> địt con mẹ. lũ vô dụng của xã hội thấy ngán ngẩm thật sự",Đcm. Lũ vô dụng của xã hội thấy ngán ngẩm thật sự,"Boy phố ""gãy cánh"" ngay trước mặt 😂😂
#giaothongmoingay #vanhoagiaothong #tintuc #giaothong #tainan #vipham #xuhuong #viral",địt con mẹ. lũ vô dụng của xã hội thấy ngán ngẩm thật sự,"boy phố ""gãy cánh"" ngay trước mặt",Facebook,,Y29tbWVudDoxMjIxNDA4MzEwNDY5MjMwODZfMjQ2NzU4OTU2ODU0MjUyNzc=,,2025-10-08 03:31:16+00:00,user_3bcce413d4,2,0,56,14,False,social issues- tệ nạn giao thông,1,,,,True,hate_keyword
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzE4MDAxODE2Mzc1NDE1Mzc=,official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> súc phạm mắt tôi vãi lồn,Súc phạm mắt t vl,"OFFICIAL POSTER | VISUALIZER MV BODY SHAMING ?- Awai x Win G x Trà Bông
Ngày 15/08/2025 - 20:00「 ✦ Bàn về miệt thị ngoại hình ✦ 」

Body Shaming (Miệt thị ngoại hình) là một vấn đề phổ biến hiện nay mà rất nhiều người gặp phải thậm chỉ cả những người mẫu và KOL. Không khó để gặp những nhóm người túm lại nói chuyện và đùa cợt về chiều cao, cân nặng cùng ngoại hình của người khác. Vậy tại sao những lời miệt thị đội lốt câu đùa này vẫn còn được phổ biến và chấp nhận trong khi những câu miệt thị về vấn đề khác đã được cho là vô văn hoá? Hãy cùng bọn mình bàn luận thêm về vấn đề này nhé!

Cùng đón xem bài rap về chủ đề Body Shaming của Win G và Awai trong MV “Body Shaming ?” nhé! Lần này, Awai đã bật lại chế độ rap để cùng feat với Win G, với sự góp mặt của tiktoker Trà Bông trong vai trò khách mời. Cả nhà cùng đón xem nhé! 

BODY SHAMING ? Visualizer MV | 20:00 - 15/08/2025

Awai : 
►Youtube: https://www.youtube.com/@3kawaichan
►Facebook: https://www.facebook.com/hoithanks
►Instagram: https://www.instagram.com/awai.chan/
►Tiktok: https://www.tiktok.com/@awai.3k 
►Tiktok music: https://www.tiktok.com/@awai.chan

Win G : 
►Youtube: https://www.youtube.com/@wingofficial9555
►Facebook: https://www.facebook.com/quochai.nguyen.948011
►Instagram: https://www.facebook.com/share/1CpCv3b1ot/?mibextid=wwXIfr
►Tiktok: https://www.tiktok.com/@win.g04

Trà Bông:
►Tiktok: https://www.tiktok.com/@trabongchubbyne
►Facebook: https://www.facebook.com/profile.php?id=61570935548516
►Instagram: https://www.instagram.com/trabongchubbyne
►Threads: https://www.threads.com/@trabongchubbyne",súc phạm mắt tôi vãi lồn,"official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một vấn đề phổ biến hiện nay mà rất nhiều người gặp phải thậm chỉ cả những người mẫu và kol. không khó để gặp những nhóm người túm lại nói chuyện và đùa cợt về chiều cao, cân nặng cùng ngoại hình của người khác. vậy tại sao những lời miệt thị đội lốt câu đùa này vẫn còn được phổ biến và chấp nhận trong khi những câu miệt thị về vấn đề khác đã được cho là vô văn hoá? hãy cùng bọn mình bàn luận thêm về vấn đề này nhé! cùng đón xem bài rap về chủ đề <person> của win gì và awai trong mv “<person> ?” nhé! lần này, awai đã bật lại chế độ rap để cùng feat với win gì, với sự góp mặt của tiktoker <person> trong vai trò khách mời. cả nhà cùng đón xem nhé! body shaming ? visualizer mv | 200 - 15/08/2025 awai youtube facebook instagram tiktok tiktok music win gì youtube facebook instagram tiktok <person> tiktok facebook instagram threads",Facebook,,Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzE4MDAxODE2Mzc1NDE1Mzc=,,2025-08-13 03:22:25+00:00,user_ca86104939,0,0,24,6,False,body_shaming,2,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTM4MjMwMDUzNjU4Njc0MQ==,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> cho thằng này, án treo mà là treo cổ như chú gì nói như video trước à là vừa","cho thằng này, án treo mà là treo cổ như chú gì nói như video trước á là vừa","Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!","cho thằng này, án treo mà là treo cổ như chú gì nói như video trước à là vừa","phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTM4MjMwMDUzNjU4Njc0MQ==,,2025-10-26 09:45:05+00:00,user_0ea1b84a47,0,0,76,19,False,regional discrimination,2,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTMyMTI5MjM3MzExNzI4Mg==,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> mình thấy em này chửi mình cảm thấy sao trên đời có những đứa như vậy. mà thấy biết lôi. mình cũng thấy tội",Mình thấy em này chửi mình cảm thấy sao trên đời có những đứa như vậy. Mà thấy biết lôi. Mình cũng thấy tội,"Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!",mình thấy em này chửi mình cảm thấy sao trên đời có những đứa như vậy. mà thấy biết lôi. mình cũng thấy tội,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTMyMTI5MjM3MzExNzI4Mg==,,2025-10-26 05:18:58+00:00,user_1336c7f789,0,0,107,24,False,regional discrimination,0,,,,True,hate_keyword
09b6864a37e7,"<person> my20s <person> <person> sinh đức </s> con rắn độc tiktok này năm nào cũng đào lên mới đủ, sống lỗi vãi cả lồn chịu tht","con rắn độc tt này năm nào cũng đào lên mới đủ, sống lỗi vcl chịu tht",Thạch Trang my20s: Bộ Mặt Thật Của Nàng Thơ Du Học Sinh Đức,,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjUwMzg3MjQ2MzMxNjgwMw==,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> thôi đi bố non",thôi đi bố non,"Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!",thôi đi bố non,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMjUwMzg3MjQ2MzMxNjgwMw==,,2025-10-26 04:40:30+00:00,user_f43c2045c4,0,0,14,4,False,regional discrimination,0,,,,True,hate_keyword
Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzExOTEzMTIwMjI4MTQ3NzY=,"vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> mấy thằng đi pkl có thằng nào đi chậm đâu , chặt cụ chân nó đi","Mấy thằng đi pkl có thằng nào đi chậm đâu , chặt cụ chân nó đi","Vụ xe Phân khối lớn đâm vào đôi bạn trẻ trên phố Trịnh Văn Bô: Video hành trình ghi lại cảnh chiếc BMW phóng vơi tốc độ kinh hoàng‼️
Nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm...","mấy thằng đi pkl có thằng nào đi chậm đâu , chặt cụ chân nó đi",vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm.,Facebook,,Y29tbWVudDoxMjM5OTM4MDQ4MTY0NzUyXzExOTEzMTIwMjI4MTQ3NzY=,,2025-10-16 15:09:53+00:00,user_3477f2fb23,0,0,62,16,False,neu,1,,,,True,hate_keyword
c474040ef158,"<person> không còn vui nữa </s> mình xoá app facebook khỏi đt chắc được gần 1 năm rồi, bớt doomscroll mấy cái bài đăng nhảm lồn, dẹp bớt mấy cái nội dung độc hại chợ búa trên đó khỏi cuộc đời làm mình thấy sống ý nghĩa hơn, nói thật, không dùng nữa cảm thấy thoải mái hơn nhiều. mình chỉ giữ lại tài khoản để thi thoảng chia sẻ youtube, hoặc mấy mục đích liên quan công việc học hành các thứ. vẫn dùng messenger nhưng mình cũng tắt nốt thông báo luôn , lâu lâu vào check xem ai nhắn thôi. mỗi tội là vẫn còn dùng instagram, nhưng vì theo dõi có chọn lọc nên chỉ tiếp nhận những thứ mình cần và thấy hay, inspo các kiểu, nội dung nghệ thuật sáng tạo, meme, mấy quả reel giải trí vô tri. đến giờ thì trải nghiệm là thi thoảng bạn bè mình sẽ bàn luận về một vấn đề nào đó và mình kiểu ""là sao?"", công nhận miss out rất nhiều thông tin, nhưng mà nghĩ lại thì mình nhận ra là ""ờ, miss out thật, rồi sao?"", nó chả ảnh hưởng gì tới cuộc sống mình luôn ấ@@","Mình xoá app facebook khỏi đt chắc được gần 1 năm rồi, bớt doomscroll mấy cái post nhảm l, dẹp bớt mấy cái content toxic chợ búa trên đó khỏi cuộc đời làm mình thấy sống ý nghĩa hơn, nói thật, ko dùng nữa cảm thấy thoải mái hơn nhiều. Mình chỉ giữ lại account để thi thoảng share youtube, hoặc mấy mục đích liên quan công việc học hành các thứ. Vẫn dùng messenger nhưng mình cũng tắt nốt thông báo luôn =))), lâu lâu vào check xem ai nhắn thôi. 
Mỗi tội là vẫn còn dùng instagram, nhưng vì follow có chọn lọc nên chỉ tiếp nhận những thứ mình cần và thấy hay, inspo các kiểu, content nghệ thuật sáng tạo, meme, mấy quả reel giải trí vô tri. Đến giờ thì trải nghiệm là thi thoảng bạn bè mình sẽ bàn luận về một vấn đề nào đó và mình kiểu ""là sao?"", công nhận miss out rất nhiều thông tin, nhưng mà nghĩ lại thì mình nhận ra là ""ờ, miss out thật, rồi sao?"", nó chả ảnh hưởng gì tới cuộc sống mình luôn ấy, thi thoảng còn có mấy thứ mình thấy may vl vì không phải nạp vào đầu.
Nói thật nếu không cần phải dùng mxh cho công việc hay để giữ liên lạc với bạn bè người thân thì mình đã xoá luôn account chả tiếc gì, cơ mà vẫn cực kì recommend mọi người thử ngưng dùng facebook vì nó chả cần thiết ấy. Khoảnh khắc mình dứt được cái mxh toxic đó thì cuộc sống mình đã lên một tầm cao mới, sướng =)))",Mạng Xã Hội không còn vui nữa,,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
6fbec798220e,<person> my20s <person> <person> sinh đức </s> okay xem chưa hết mà bà yo bae này buồn cười vãi lồn . chưa đề cập đến phốt mà cái cách bà ấy dẫn dắt hề thật sự,Okay xem chưa hết mà bà yo bae này buồn cười vl 😂😂😂😂. Chưa đề cập đến phốt mà cái cách bà ấy dẫn dắt hề thật sự 😂😂😂,Thạch Trang my20s: Bộ Mặt Thật Của Nàng Thơ Du Học Sinh Đức,,,Youtube,,,,,,0,0,0,0,False,,0,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfODE4NDgzODA3MjUwMDM0,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> mong mọi người cháu biết lỗi rồi xin các cấp lãnh đạo tha cho cháu tôi lắm lở lời",Mong mọi người cháu biết lỗi rồi xin các cấp lãnh đạo tha cho Cháu tôi lắm lở lời,"Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!",mong mọi người cháu biết lỗi rồi xin các cấp lãnh đạo tha cho cháu tôi lắm lở lời,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfODE4NDgzODA3MjUwMDM0,,2025-10-26 11:31:27+00:00,user_2f99d153bb,0,0,81,19,False,regional discrimination,0,,,,True,hate_keyword
bc1fc85a2fc6,"thanh niên nổi nhất mạng xã hội hôm nay đã bị công an ""xích"" lại rồi </s> thằng hèn được con vợ cũng loại đầu lợn",Thằng hèn được con vợ cũng loại đầu lợn,"Thanh niên nổi nhất MXH hôm nay đã bị công an ""xích"" lại rồi 😂 #tintuc #tinnong #giangho #phapluat",,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzEzMzA1MTg2NzUwODMwMzk=,official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> quả pr ác vãi cả lồn,Quả pr ác vcl,"OFFICIAL POSTER | VISUALIZER MV BODY SHAMING ?- Awai x Win G x Trà Bông
Ngày 15/08/2025 - 20:00「 ✦ Bàn về miệt thị ngoại hình ✦ 」

Body Shaming (Miệt thị ngoại hình) là một vấn đề phổ biến hiện nay mà rất nhiều người gặp phải thậm chỉ cả những người mẫu và KOL. Không khó để gặp những nhóm người túm lại nói chuyện và đùa cợt về chiều cao, cân nặng cùng ngoại hình của người khác. Vậy tại sao những lời miệt thị đội lốt câu đùa này vẫn còn được phổ biến và chấp nhận trong khi những câu miệt thị về vấn đề khác đã được cho là vô văn hoá? Hãy cùng bọn mình bàn luận thêm về vấn đề này nhé!

Cùng đón xem bài rap về chủ đề Body Shaming của Win G và Awai trong MV “Body Shaming ?” nhé! Lần này, Awai đã bật lại chế độ rap để cùng feat với Win G, với sự góp mặt của tiktoker Trà Bông trong vai trò khách mời. Cả nhà cùng đón xem nhé! 

BODY SHAMING ? Visualizer MV | 20:00 - 15/08/2025

Awai : 
►Youtube: https://www.youtube.com/@3kawaichan
►Facebook: https://www.facebook.com/hoithanks
►Instagram: https://www.instagram.com/awai.chan/
►Tiktok: https://www.tiktok.com/@awai.3k 
►Tiktok music: https://www.tiktok.com/@awai.chan

Win G : 
►Youtube: https://www.youtube.com/@wingofficial9555
►Facebook: https://www.facebook.com/quochai.nguyen.948011
►Instagram: https://www.facebook.com/share/1CpCv3b1ot/?mibextid=wwXIfr
►Tiktok: https://www.tiktok.com/@win.g04

Trà Bông:
►Tiktok: https://www.tiktok.com/@trabongchubbyne
►Facebook: https://www.facebook.com/profile.php?id=61570935548516
►Instagram: https://www.instagram.com/trabongchubbyne
►Threads: https://www.threads.com/@trabongchubbyne",quả pr ác vãi cả lồn,"official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một vấn đề phổ biến hiện nay mà rất nhiều người gặp phải thậm chỉ cả những người mẫu và kol. không khó để gặp những nhóm người túm lại nói chuyện và đùa cợt về chiều cao, cân nặng cùng ngoại hình của người khác. vậy tại sao những lời miệt thị đội lốt câu đùa này vẫn còn được phổ biến và chấp nhận trong khi những câu miệt thị về vấn đề khác đã được cho là vô văn hoá? hãy cùng bọn mình bàn luận thêm về vấn đề này nhé! cùng đón xem bài rap về chủ đề <person> của win gì và awai trong mv “<person> ?” nhé! lần này, awai đã bật lại chế độ rap để cùng feat với win gì, với sự góp mặt của tiktoker <person> trong vai trò khách mời. cả nhà cùng đón xem nhé! body shaming ? visualizer mv | 200 - 15/08/2025 awai youtube facebook instagram tiktok tiktok music win gì youtube facebook instagram tiktok <person> tiktok facebook instagram threads",Facebook,,Y29tbWVudDoxMjg2Mzc2NzY5NTA3MzI4XzEzMzA1MTg2NzUwODMwMzk=,,2025-08-13 03:04:23+00:00,user_82cee3bd38,0,0,20,6,False,body_shaming,1,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTIzMTY1OTcyODk4ODA3Ng==,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> tự mình làm khổ mình khổ người",Tự mình làm khổ mình khổ người,"Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!",tự mình làm khổ mình khổ người,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfMTIzMTY1OTcyODk4ODA3Ng==,,2025-10-26 07:27:46+00:00,user_53c449530d,0,0,30,7,False,regional discrimination,0,,,,True,hate_keyword
dce2d2bda89c,"<person> my20s <person> <person> sinh đức </s> lập luận, phân tích bằng chứng rõ ràng quá rồi . video cuốn vãi lồn luôn à , tiếng anh nói giọng cũng hay nữa , chời ơi mê luôn à","Lập luận, phân tích bằng chứng rõ ràng quá rồi . Video cuốn vl luôn á , tiếng anh nói giọng cũng hay nữa , chời ơi mê luôn á",Thạch Trang my20s: Bộ Mặt Thật Của Nàng Thơ Du Học Sinh Đức,,,Youtube,,,,,,0,0,0,0,False,,0,,,,True,hate_keyword
e7854e2e2139,cuộc sống ven rừng u minh |du lịch ẩm thực cà mau <person> </s> chưa xem video này nhưng tôi đoán là sẽ có em chó nào đó bị sàm sỡ cho mà xem,Chưa xem video này nhưng tui đoán là sẽ có em chó nào đó bị sàm sỡ cho mà xem,Cuộc sống ven rừng U Minh |Du lịch ẩm thực Cà Mau Miền Tây,,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
Y29tbWVudDoxMjIyNzAzMzgzMDQxOTkzMDdfODQ4NzE2MDY3NTQ0MTg3,<person> tài khoản rác kiểu xài mấy con tài khoản rác có làm đời mày thêm sang hơn không tao thấy cái bãi cức gà còn sang hơn cái mặt lồn mày nữa mà,Insight Dark  acc rác kiểu 🤣xài mấy con acc rác có làm đời mày thêm sang hơn không tao thấy cái bãi cức gà còn sang hơn cái mặt lồn mày nữa mà,"💚
#quynhbei",<person> tài khoản rác kiểu xài mấy con tài khoản rác có làm đời mày thêm sang hơn không tao thấy cái bãi cức gà còn sang hơn cái mặt lồn mày nữa mà,,Facebook,,Y29tbWVudDoxMjIyNzAzMzgzMDQxOTkzMDdfODQ4NzE2MDY3NTQ0MTg3,,2025-11-24 15:08:10+00:00,user_8a8f7afc1b,0,0,148,34,False,drama,1,,,,True,hate_keyword
Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfODQ2NDc1MTY0NTM3NDcy,"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> lúc chửi mặt hùng hồn lắm mà ,","Lúc chửi mặt  hùng hồn lắm mà ,","Phân biệt vùng miền, miệt thị người dân vùng lũ..Tàng Keng Ông Trùm lên tiếng xin lỗi nhưng ..QUÁ MUỘN!","lúc chửi mặt hùng hồn lắm mà ,","phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn!",Facebook,,Y29tbWVudDo2NzYyMzQyMzIyMTAwNjVfODQ2NDc1MTY0NTM3NDcy,,2025-10-26 00:27:33+00:00,user_ee44384cf7,0,0,30,8,False,regional discrimination,0,,,,True,hate_keyword
83ab12eb5888,lgbt đã thực sự thua pha này. </s> thì đi mà kỳ thị đixem thế giói này ai mới là đa sốkỳ thị được bọn tôi càng mừngtốt nhất là kỳ thị đến mức tự tách thành 1 cộng đồng riêng biệt tự cũng đị cấp tự ngu tự nhạc với nhau ấyxong sau đó không lâu sẽ tự diệt vong vị đéo có thế hẹ tiếp theo,thì đi mà kỳ thị đi.xem thế giói này ai mới là đa số.kỳ thị được bọn t càng mừng.tốt nhất là kỳ thị đến mức tự tách thành 1 cộng đồng riêng biệt tự cung đị cấp tự ngu tự nhạc với nhau ấy.Xong sau đó không lâu sẽ tự diệt vong vị đéo có thế hẹ tiếp theo =)),lgbt đã thực sự thua pha này...,,,Youtube,,,,,,0,0,0,0,False,,2,,,,True,hate_keyword
0238fa534baf,lgbt đã thực sự thua pha này. </s> kiểu mấy thằng chửi nhau mà cay quá phải vào soi tài khoản người khác để trl lại à khác gì mấy thương óc chó,kiểu  mấy thằng chửi nhau mà cay quá phải vào soi acc ng khác để trl lại á :)) khác gì mấy thg óc chó,lgbt đã thực sự thua pha này...,,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
e7d2fd2071b6,<person> my20s <person> <person> sinh đức </s> địt mẹ giọng văn chị hài vãi lồn chị ơi nghe thích thế,dm giọng văn chị hài vl chị ơi nghe thích thế ❤❤❤,Thạch Trang my20s: Bộ Mặt Thật Của Nàng Thơ Du Học Sinh Đức,,,Youtube,,,,,,0,0,0,0,False,,0,,,,True,hate_keyword
a76f3b041c27,"người thứ 3 - tập 124 [full] chị em ruột sống cảnh chung chồng, ""nghiệp báo"" đời con gánh chịu </s> sống chó quá nên tổ nào đãi nó",sống chó quá nên tổ nào đãi nó,"NGƯỜI THỨ 3 - TẬP 124 [FULL]: CHỊ EM RUỘT sống cảnh CHUNG CHỒNG, ""nghiệp báo"" đời con gánh chịu",,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
Y29tbWVudDoxMjIyNzAzMzgzMDQxOTkzMDdfMTkxODM2MjU3NTc2NTA0NQ==,<person> mặt mày không biết nổi lớp 12 không mà lên mạng xạo lồn,Xu Cà Na Cái mặt mày không biết nổi lớp 12 không mà lên mạng xạo lồn,"💚
#quynhbei",<person> mặt mày không biết nổi lớp 12 không mà lên mạng xạo lồn,,Facebook,,Y29tbWVudDoxMjIyNzAzMzgzMDQxOTkzMDdfMTkxODM2MjU3NTc2NTA0NQ==,,2025-11-24 14:33:57+00:00,user_eaca0d2338,0,0,64,14,False,drama,1,,,,True,hate_keyword
6c52af637ca8,"tại sao lgbt lại bị ghét đến vậy ? </s> này nhé, cái lí do bạn ghét thì cũng có đó nhưng là do tính nhiều chuyện hay ghen tị của bạn đấy. mình gặp các bạn gay như vid bạn đề cập nhiều rồi và mình thấy họ 100% như con gái nên mình xem họ là con gái luôn chứ chả có mà eo với cả gì ở đây gì cả. họ mặc định họ là con gái nên hành động thiếu cảm xúc lúc thời niên thiếu này là điều hoàn toàn. còn việc họ lên mạng up cổ vũ đồ này nọ cũng có ảnh hưởng đến ai đâu ( trừ mấy khứa tiêm nhiễm mất khái niệm độc hại ), chung quy lại thì vẫn chấp nhận đời sống của chính mình. còn cách bạn nói nó cũng quy chụp vãi lồn làm như ai lgbt bị ghét cũng học dốt rồi ăn mặc lòe loẹt đồ này ha, thà bạn nói ăn mặc lòe loẹt nó còn ok ok chứ tự nhiên thảy cái vụ ăn học vô như dìm người ta xuống nó cũng chủ quan vãi nồi. và thật sự lí do lgbt ( hay các bạn trans girl nói đúng hơn ) bị cộng đồng xa lánh chủ yếu do sự quá lố lắng trong hành động lẫn suy nghĩ","Này nhá, cái lí do bạn ghét thì cũng có đó nhưng là do tính nhiều chuyện hay sân si của bạn đấy. Mình gặp các bạn gay như vid bạn đề cập nhiều rồi và mình thấy họ 100% như con gái nên mình xem họ là con gái luôn chứ chả có mà Eo với cả ji ở đây gì cả. Họ mặc định họ là con gái nên hành động thiếu cảm xúc lúc thời niên thiếu này là điều hoàn toàn. Còn việc họ lên mạng up cổ vũ đồ này nọ cũng có ảnh hưởng đến ai đâu ( trừ mấy khứa tiêm nhiễm mất khái niệm độc hại ), chung quy lại thì vẫn chấp nhận đời sống của chính mình. Còn cách bạn nói nó cũng quy chụp vl làm như ai LGBT bị ghét cũng học dốt rồi ăn mặc lòe loẹt đồ này ha, thà bạn nói ăn mặc lòe loẹt nó còn ok ok chứ tự nhiên thảy cái vụ ăn học vô như dìm người ta xuống nó cũng chủ quan vãi nồi. Và thật sự lí do LGBT ( hay các bạn trans girl nói đúng hơn ) bị cộng đồng xa lánh chủ yếu do sự lố lắng trong hành động lẫn suy nghĩ ấu trĩ thích thể hiện chứ chả có liên quan gì đến đời tư của họ hết. Việc bạn viết bài kể về hành trình của 1 bộ phần nào đó như có ý đồ gây thù địch vậy. Tôi là gái 100% và chả là hủ cốt hủ éo gì ở đây cả, mấy ông nói bê đuê vào đây có cãi thì nói thẳng cho t xem nhé là ý kiến chủ quan hay khách quan, hễ ghét là ghét nguyên cái cộng đồng người ta tính cách quy chụp vl ở đó mà lí với chả do. Thôi mình góp ý nhẹ nhàng bớt lố lăng lại thì nó lại ok chứ không ưa người khác là cũng kì thị ghê gớm lắm chứ có thua gì bộ phận trên clip đâu ở đó mà lí do lí trấu.",Tại sao LGBT lại bị ghét đến vậy ?,,,Youtube,,,,,,0,0,0,0,False,,1,,,,True,hate_keyword
