text,label
khuyên anh em bỏ thuốc lá còn mình chơi sisa rồi còn khuyên anh em đi nghĩa vụ trong khi mình trốn nghĩa vụ đúng mộ xum xuê,0
"<person> li vậy khi cả 2 đồng ý, còn đơn phương ly hôn cần thời gian để được công nhận, đã không mún ở với nhau thì dọn ra ở riêng trong thời gian chờ đơn phương ly hôn. em xin hết ạ.",0
mẹ lũ ngu tụi nó tự đạo diễn để lừa đảo vậy mà cũng có nhiều đứa đâm đầu vào,1
<person> nhìn thì không đến lỗi nào mà thốt ra 1 câu kém quá vậy anh trai. ở đâu cũng có những loại kém ý thức và nói những câu ngu vậy đó,1
"có gì vui, ngáo ngơ à",0
loại mất dạy này thì dại luôn cả gia đình nó,2
ông em này lụy tình quá,0
nhạc này nặng,2
nhìn poster mv đã không đủ dung lượng máy để tải vì quá nặng-),0
<person> bảo sao diu túp tôi nặng thế thì ra là cnay,0
văn minh được nhập khẩu,0
không xin xo gi ca,0
<person> <person> thua,0
cũng khó xử cho đấng sinh thành nhỉ?,0
giải tán,0
fan quay lưng lại thôi có gì đâu,0
loại mày phải vào tù,0
<person> ông con trai mình đã làm thì phải có can đảm nhận tội đi. đừng mở <person> lỗi nghe ngứa tai lắm.!,0
bỏ nó đi . nó không xứng đáng với ông em đâu .,0
<person> luôn theo,0
<person>  tự đâm kim,0
<person> nói thằng kia,0
<person> thì phát hiện rồi thì về ngoại lq gì về đó song ra toà vừa không sảy ra án mạng vừa ly hôn được là xong,0
gìa mắt dại,0
"nếu mọi người không thích hai người đó đừng nên nói họ như vậy đừng nên xúc phạm họ có khi sau này con cái của mấy chị sẽ bị như vậy rồi anh chị sẽ biết nhé vì xã hội này chấp nhận người đồng tính yêu nhau rồi , mà nói phải biết trên biết dưới đấy",0
người ta lấy nhau để sinh sản còn đôi này lấy về làm gì vậy? mà quan hệ kiểu gì được,0
<person> có buồn không anh,0
vào nó ám thương thả về chết hồi nào không hay,0
"xem đi xem lại cứ khóc thôi . khóc thương các bác, có học mình thua xa những con khác",0
đang dừng đèn đỏ tự nhiên được thanh niên quỳ trước mặt,0
"chỉ cần bạn không biết ngại, thì người khác sẽ ngại giùm bạn",0
cứ ông ông ấy rồi xin lỗi là xong à vào trại mà sám hối làm gì làm phải nghĩ đến người mà nứt háng rặn ra mình ấy con ạ,0
như này có phải là việt nam cũng sẽ thất thủ trước cái gọi là tự do giới tính không,0
thầy ơi em bị đúp là do cảnh sát giao thông không cho em thi,0
<person> ok,0
tly đè bẹp last night,0
xã hội giờ điên thật rồi bỏ tien ra đi xem cái giống này làm gì nhỉ,1
cố tình chặt chém cứ cho đi tù nửa năm là chừa hết,0
trất vãi lồn band này đợp hịt với quốc kang,1
<person> tôi thấy mày phải thấy,0
<person> nói vậy nó ùa dô à,0
<person> có mà nứng lồn  suy nghĩ thiếu chín chắn ! không làm chủ được bản thân và lý trí,1
thôi bị bắt giồi,0
tử hình đi,0
<person> dơ,1
dầu ăn bao nhiêu cho đủ,0
"<user> nếu muốn người nam chấp nhận, nước ngoài thả cửa thì thay vì ngồi đối kháng thì hãy kêu gọi thay đổi văn hóa, tính cách đi bạn. chứng minh đó chỉ còn là quá khứ. có khói mà không có lửa thì hơi kì đó bạn. có thể bạn không làm gì nhưng ông cha có câu đời cha ăn mặn đời con khát nước là ví dụ điển hình đấy bạn.",0
họ không về chắc có lý do khác 1 là anh chồng chịu chơi như không chịu làm và trả bài đầy đủ còn thàng thứ ba đang lấy lòng nên chịu trả bài đầy đủ,0
"nó mà đéo đánh tráo khái niệm thì đéo ai thèm nhắc, đi lên bằng thị phi rồi quay ra chối",1
không thể chấp nhận lời xin lỗi này . đề nghị cho nó vào tù để nó sám hối .,0
nhìn mặt thằng này thấy láo rồi cho mày ở tù 10 năm mới vừa,0
có thằng nào đi chưa?,0
đánh chết mẹ con tiện nhân đi tiện. lôi về nó trả cho bố mẹ nó. con đĩ điếm. sao phải quỵ lụy như thế.,2
<person> dưng bị nhột hả bạn rõ ràng bà bán sửa lời giá niêm yết như vậy rồi có lẻ bạn cố tình không muốn nghe hay sao à,0
"<person> lúc hỏi giá chắc phải ghi âm à, chứ tính tiền vẫn kê giá như thường",0
trách con vợ quá tệ,1
<person> mẹ tôi sinh ở quãng ngãi,0
người việt nam bây giờ rất thông đạt nghĩa tình,0
"kệ họ đi, tỷ lệ nam đang đông.",0
1 tháng 155n lượt xem,0
nói tới mấy anh địt mẹ miền nam sợ lắm khỏi xin lỗi,2
"ý bạn là ông bạn vẫn còn dùng chữ ""bắc kỳ"" à? hoặc là ông bạn phân biệt vùng miền thật, hoặc là ông bạn quen dùng chữ đó rồi nên mới hay nói",0
vô ý thức quá bác ơi.,0
thật ra câu like hay diễn gì mặc kệ họ đi. quan trọng bà con được nhận đồ ăn cứu trợ là đuoc.,0
"tính ra nhà nước mình giỏi, họ quáng xuyến được nhiều nhưng dần nhiều cái ngoài ý muốn xảy ra. đơn giản như việc sinh đẻ, thì bọn chống phá cứ dựa vào việc mức sống cao, chỉ người nghèo mới đẻ, rồi nhà nước không lo cho nhân dân. toàn các tin nhảm, gây chia rẽ giờ thêm những việc như vầy, tình yêu ai cũng tôn trọng, nhưng thương mại hóa tình yêu rồi truyền bá thì đáng xem xét. nếu ảnh hưởng có thể dẫn đến những chiều hướng xấu làm ảnh hưởng đất nước",0
 nặng quá không load được mv hay bị ăn rồi?,0
trẻ bây giờ nó học thức có những nhận thức không có,0
sao nhỏ con gái nữa mà 3 chứ không phải 2,0
lời nói của người chồng đau lòng người khác nhưng có ai nằm ở vị trí của người vợ không ạ,0
"cặp bồ kiểu này thì cặp làm gì nhỉ, chồng mất hoặc bỏ chồng lâu rồi thì cặp, nó vẫn sống và chưa bỏ nhau thì đi có ngày chết",0
"nhập cư , không phải dân địa phương.",0
nhạc như căc,1
vote xoá nhạc,0
đồng ý quan điểm,0
<person> thôi tóm lại là ghen ăn tức ở với người ta thì nói không phải dậy đời đây,0
"vì một số bộ phận người dân họ kêu ca rằng công an quá mạnh tay , đánh dân , hành hung không chuyên nghiệp , người nhà kiện bla bla .",0
chị cũng ngon còn không đập bà. mà bà cũng không chịu. thôi tôi chịu à.,0
<person> quen quen bạn nhỉ,0
con chó này đã được các chú công an tiêm vắc xin phòng dại rồi nó đã bớt cắn càn cắn bậy,1
hết mẹ 5gb để load cái mv này,1
"<person> ai cũng như loại này thế giới diệt vong, không cần bơm nguyên tử",0
vượt quen rồi nay đổi giá cái nhớ đời liền,0
người miền nào,0
lắc đít tiếp thôi <person> ơi,0
<person> cưới vợ thôi em,0
"chống người thi hành công vụ… chuyến này ba mẹ không phải lo cho nó nữa rồi,",0
tôi là tôi chúa ghét bọn này luôn chứ tôn trọng gì,0
<person> nó đem cái văn hóa ấy vào làm bẩn cái thành phố của người ta . nói ra lại bảo có người này người kia cho mà xem,2
xấu quắc à cái đéo ngựa ơi,1
"<person> địt mẹ mày , không đuổi thì kêu không đuổi, đến lúc đuổi bắt chúng nó ngã xuống đường cũng kêu , phải thế nào mới vừa lòng đây .",2
<person> thằng gay lỏ này,2
"nín đi em, bọn anh ở đây mới mùng 2 mà chắc tính đểm cũng trên trung bình rồi em à",0
