input_text,label
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> vãi cả lồn không hahha,1
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> thiếu quốc kang,0
vậy là chúng ta đã kết thúc chuỗi ngày tự do yêu nhau chuyển sang cuộc sống hôn nhân hôn đồng tính </s> địt con mẹ toàn bọn nửa nạc nửa mỡ,2
vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> 26,0
 </s> ​ mày là túi trà được,0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> cdm,0
"boy phố ""gãy cánh"" ngay trước mặt </s> mong các chău siêu thoát sớm . đừng để người khác . bi oan . theo các chău",0
"<person> đi từ thiện như mở megalive, làm gì cũng nói lớn sợ mic không thu tiếng </s> lớn rồi sống cho nó đàng hoàng tử tế vào",0
"con út 3 tuổi mất để lại 2 tỷ bảo hiểm, ty na cầm tiền đi biệt. sau 2 năm ty na trở về đón các con ở chung thì được 1 tuần người con thứ 3 (7 tuổi) cũng tử vong <per@@ </s> có ai biết chỗ nào bán vé máy bay xuống 18 tầng địa ngục không ?",0
"thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> loại giá đầu mà vô ý thức, không có văn hóa",1
"nửa đêm, thiên an bất ngờ công khai full tin nhắn làm giấy khai sinh, lần đầu đáp trả về buổi họp báo 2 tiếng ‼ </s> buổi sáng vui vẻ",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> bảo sao diu túp tôi nặng thế thì ra là cái này,0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> sao không cho đi chỉ cần chụp biển là song,0
"cảm ơn em đã biến giấc mơ của anh thành hiện thực, giấc mơ mãi có em trong đời hôn đồng tính </s> xin via pd ha ba nói gi vay",0
awai x <user> - body shaming ? (ft. <person>) | visualizer mv </s> không bằng quốc kang,0
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> thế này sao dạy được con cháu hả cụ,0
"<person> đi từ thiện như mở megalive, làm gì cũng nói lớn sợ mic không thu tiếng </s> con hãm lồn",1
"mới đây, mạng xã hội lan truyền clip 1 nhóm bạn trẻ người sài gòn ra hà nội chơi, buổi tối cả nhóm ra phố đi bộ <person> thăm quan và có tạt qua 1 hàng vỉa hè cạnh hồ để uống </s> ơ không giả tiền lên công an bả có vu cho ăn quịt không nhỉ",0
"2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> kĩ năng chặn hơi kém, ai lại lấy thân ra vậy. đứng bên cạnh quăng cái rào chặn vào cho nó niệm luôn chứ có gì phải hốt.",0
<person> gì ? </s> lí do mỹ rời đi,0
hai thanh niên đại học là lối chửi bới cựu chiến binh </s> đúng 2 thằng này đứng trước mà . mà trước vành móng,0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> bóc hết lịch rồi về xin lỗi",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> mọi người không nhận xin lỗi của mi",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> sinh nhật tôi,0
vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> nó phóng như thế người ta tránh kiểu gì ôi cả 1 tương lai của em gái,0
"1 đoạn video đang lan truyền trên threads quay lại cảnh người nào đó đã chạy tốc độ cực cao hơn 100 km/giờ trong khu vực nội thành đã thế xe không gương, vượt ẩu, chạy vào làn ô tô nữa. </s> ông cháu nghĩ mình là ma tốc độ",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> tù chưa vậy",0
vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> đền bao nhiêu tiền có lấy lại được tính mạng thân thể cho người bị hại không. đừng nói kiểu có tiền là xong. phải người nhà bạn bị thế xem bạn có mở mồm nói thế được không,0
hai thanh niên đại học là lối chửi bới cựu chiến binh </s> phải bat,0
<person> gì ? </s> ​ không từ miền bắc chẳng lẽ từ dưới đất chui lên à,0
vậy là chúng ta đã kết thúc chuỗi ngày tự do yêu nhau chuyển sang cuộc sống hôn nhân hôn đồng tính </s> khổ thân bố mẹ quá,2
"vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> lại còn có kiểu độ xe chân chính yêu xe chân chính nữa cơ, nghe nó mắc cười mà xàm lồn, thương nào độ xe hay đi pkl đều phóng nhanh vượt ẩu lượn lách sĩ đời cả trừ cảnh sát giao thông",1
<person> gì ? </s> bắc kỳ nghe mà đúng cay luôn quá,2
"cặp đôi ninh - dương gây sốt khi bán 2,8tr/vé cho fan meeting. </s> riêng video này em không like ah vì đừng bênh vực bọn ẻo lả này vì bất cứ lý do nào vì sẽ làm yếu đất nước này",2
hai thanh niên đại học là lối chửi bới cựu chiến binh </s> con cháu ngụy quân,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> mãi moi thấy câu đúng thật sai sai rồi đung vêd,0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> bên mẽo nó bắt cho nát người rồi,2
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> tân binh nặng kí nhất lịch sử vpop,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> văn của bọn ngoại tình là đổ lỗi cho người chồng,0
"boy phố ""gãy cánh"" ngay trước mặt </s> thông tin vớ vẩn vì không gian thời gia .",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> địt mẹ rồi sao tải nổi mà xem ?,1
"mới đây, mạng xã hội lan truyền clip 1 nhóm bạn trẻ người sài gòn ra hà nội chơi, buổi tối cả nhóm ra phố đi bộ <person> thăm quan và có tạt qua 1 hàng vỉa hè cạnh hồ để uống </s> sợ vậy mốt hỏi giá phải ghi âm quá",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> sao mày chửi sảng làm cô mà giờ xin lỗi đe làm gì cho máy đi từ cho rôi",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> phải bạn này có cái mv có không nhỉ mình thấy tên awai quen quen.,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> thế gian này éo nói trước được nhường nhịn nhau để sống qua ngày thôi từ chung thủy tôi nghĩ éo còn trên đời này,1
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> rứa mà phạt chi tội rứa hè,0
"<person> gì ? </s> thưa đồng chí với tôi bắc kỳ, bắc kỳ, bk hay bất kì từ nào tương tự không có ý phân biệt người bắc hay vùng miền gì hết, nếu đồng chí là một người người bắc chân chính, sống đẹp với tất cả mọi người thì từ đó không dành cho đồng chí, nên đồng chí yên tâm, không có phân biệt vùng miền gì ở đây đâu",0
"awai x <user> - body shaming ? (ft. <person>) | visualizer mv </s> dù , đọc kỹ chữ dù",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> cái mỗn . hại cái thân",1
awai x <user> - body shaming ? (ft. <person>) | visualizer mv </s> hay mà,0
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> nói vậy nó ùa dô à,0
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> già tóc bạc rồi mà vô ý thức,0
<person> gì ? </s> mày nghĩ khi người ta nói ngược lại,0
"<person> | <person> ngượng đỏ mặt với thẻ đen vip </s> ngu. vợ chồng là vợ chồng nhưng khi cần thì buộc vợ phải đưa. ba mẹ sinh ra, nuôi mình còn không được vậy vợ chắc gì theo mình cả đời thì lại được vậy.",0
"official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> kinh phí mv này là 100 triệu đô, 99% là đồ ăn của trà bông",0
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> cứ xử lý nghiêm với mức phạt cao thế này thì ý thức tham gia giao thông sẽ tốt lên rất nhanh,0
"official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> mv mãi đéo xem được , load mẹ gì lâu vãi cả lồn",1
"1 đoạn video đang lan truyền trên threads quay lại cảnh người nào đó đã chạy tốc độ cực cao hơn 100 km/giờ trong khu vực nội thành đã thế xe không gương, vượt ẩu, chạy vào làn ô tô nữa. </s> anh rầu quá",0
"hai thanh niên đại học là lối chửi bới cựu chiến binh </s> tre nào thì măng đó, điều tất nhiên",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> cho đi tu một dài năm",0
thật đáng lên án hành động vứt rác bừa bãi của một chủ quán ở dĩ an. </s> và phat. tai phạm cấm buôn bán luôn,0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> hoạ từ miệng",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> à thì. con cặc gì vậy,1
<person> gì ? </s> thề đi làm về đã mệt rồi vô 1 ván game để giải trí mà có 1 thằng chó nào đó nó hở ra nói câu đó nghe nhức hết đầu,1
 </s> xấu tính vãi,1
"2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> nên cho bọn này sống thực vật mới không còn ảnh hưởng đến xã hội! hôm nay là tông vào công an, ngày mai có thể là một người dân vô tội!",2
vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> nhưng dạng 2 bánh mà đụng xe tải thi pkl thật thòi chứ không như 2 bạn này anh ạ ‍↕,0
"nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> hãy tuân thủ pháp luật , đó là điều bảo vệ bạn & tôi an toàn nhất",0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> ngu vậy trời,1
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> giỡn hả,0
vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> mình rất ghét bọn chạy pkl trong phố. bất kì ai dường như họ chạy rất bất lịch sự và chạy láo vô cùng. không phải tất cả nhưng số đông là thế.,0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> bãi mới,0
"2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> mới trấn thương sọ não mà , hên trời lâu lâu bị xe tông mà chưa chết",0
vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> vẫn có 1 thằng haha cho mọi người nhận xét não,1
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> mv này sẽ là 1 bom tấn,0
"official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> mập là mập, chubby cái lồn",1
"boy phố ""gãy cánh"" ngay trước mặt </s> những thằng này khó chết lắm. người đứng chờ đèn đỏ lại bị xe tông chết.",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> đã biết lỗi thì xin cộng đồng tha thứ cho anh ta",0
hai thanh niên đại học là lối chửi bới cựu chiến binh </s> học xong thành 3/,0
"cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> 1 khi phụ nữ đã thay lòng đổi dạ thì sẽ không bảo giờ quay lại, và không tự nhiên phụ nữ thây đổi mà xuất phát từ tình cảm 2 người mờ nhạt",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> ai drama gì đâu người ta thấy gì thì nói thế cản được chắc ?,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> bị đánh thì ra công an trình báo.,0
<person> gì ? </s> bè lũ củanh thằngười dưa chuộtôi,0
hai thanh niên đại học là lối chửi bới cựu chiến binh </s> con tó cái áo đõ kia nữa kìa,1
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> 5g sao mà xem được ?,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> mỗi người một nơi thì khó lắm,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> bỏ được dễ dàng thì đâu có chị li hôn đơn phương,0
vậy là chúng ta đã kết thúc chuỗi ngày tự do yêu nhau chuyển sang cuộc sống hôn nhân hôn đồng tính </s> gia mong hạnh nếu có cũng đừng làm đám và đăng lên như vậy,0
"<person> đi từ thiện như mở megalive, làm gì cũng nói lớn sợ mic không thu tiếng </s> giúp được người khi khó khăn là tốt rồi còn đi soi mói họ",0
"cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> một khi người vãi lồn đã ngoại tình thì không còn tình cảm với người chồng mới đi ngoại tình, chứ đâu phải như đàn ông chỉ thích đi gái lạ cho thỏa mãn rồi quay về với vợ đâu",1
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> . nhieu ong chồng giang hồ khet vẫn bị vợ đội mũ,0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> sao không chửi nữa cho đã môm, xin lỗi quá muộn màng",0
"cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> rất đúng, nhiều người bề ngoài lịch sự nói chuyện dễ nghe ai nhìn vào cũng bảo tử tế nhưg ai ở gần mới hiểu, không biết dùng từ gì để tả cho hết nổi cạn tàu ráo máng của họ.",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> peak collab,0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> loại chó ghẻ, chỉ vì câu lượt xem kiếm mấy đồng bạc. giờ lên làm màu xấu lắm. thôi vào nhà đá xấu lắm mấy bức tường ấy",1
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> co ai sung sướng mà lại bỏ đâu.,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> 1 trong 2 không đáp ứng được nhu cầu của người còn lại thì tìm người khác . đàn ông hay phụ nữ ngoại tình điều như vậy mà,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> sao anh không nt cho em được nhỉ,0
"official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> đọc bình luận đủ biết các bạn đang bình thường hóa việc miệt thị ngoại hình người khác như thế nào. hết joke này tới joke khác nói về cơ thể của một cô gái, có cái gì vui vậy? mình cũng từng bị body shaming, từng không dám mặc những bộ đồ mình thích, vậy nên mình đã viết bài nhạc này từ mấy năm trước. nhưng đến tận bây giờ vấn nạn body shaming lại đang được bình thường hóa (như trong bình luận hay trên tiktok của trà)? thậm chí còn nặng nề hơn trước. vậy thì mình càng muốn lên tiếng một lần nữa. mình đã gặp ở ngoài đời, em ấy là một cô bé rất lễ phép và tự tin. năng lượng của trà đã truyền cảm hứng cho mình tự tin hơn về cơ thể. cũng đang tập tành để cải thiện vóc dáng, thậm chí chăm chỉ hơn mình rất nhiều. là khách mời cho mv về vấn đề",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> người bắc chính hiệu đây cũng không chấp nhận được kiểu chửi láo phân biệt vùng miền. người ta xa xôi hàng bao nhiêu đường dài mà dám xúc phạm chửi láo.",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> rác vãi lồn,1
"2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> có xem clip không? có thấy cái xe bị vướng gì không? bình luận thì suy nghĩ rồi hãy viết. 1 sự dũng cảm ngăn chặn hành vì ngu dốt gặp nhiều đứa không não lên tiếng, chán thật.",1
vậy là chúng ta đã kết thúc chuỗi ngày tự do yêu nhau chuyển sang cuộc sống hôn nhân hôn đồng tính </s> 2con đực về thụt lổ đít à,2
boy phố mới nhú hay sao mà mặt ông cháu nào cũng non choẹt vậy? </s> à um ẻm mò,0
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> chạy sh,0
"vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> đi, tới cả xe 50cc với xe đạp điện còn gây tai nạn được, huống gì xe mô tô phân khối lớn, mẫu chốt vẫn nằm ở ý thức của người lái, bác ạ.",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> giá đình tôi xin cho chao đi giáo dục thời gian. cạn bộ chấm sócchau thật kĩluc trước gia đình tôi cho cháu ăn chị .",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> siêu phẩm bom “tấn”,0
"<person> đi từ thiện như mở megalive, làm gì cũng nói lớn sợ mic không thu tiếng </s> tieng nói ta vay . kg cho like lay tien dau cuu chợ . like ban được nhieu hay ich . mien ta co bỏ ra ma đi cuu cho la được",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> không cần xin lỗi chị cần may vào tù cho mọi người được yên",0
"cặp đôi ninh - dương gây sốt khi bán 2,8tr/vé cho fan meeting. </s> thế giới này chỉ có 2 giới tính nam - nữ. mấy thứ còn lại là rác. tôi éo tôn trọng thể loại này nên đừng nói việt nam ai cũng tôn trọng. con mày sinh ra thuộc loại rác này mày dam nhìn lên bàn thờ tổ tiên nhà mày không?",2
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> người ngoài như chúng ta thì không biết rõ ai tốt . chắc 1 điều muốn giữ mạng thì đừng về nhà . hôm nay nó tha . nhưng ngày nào đó nó say rượu thì xác định,0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> bảo vệ mạng sống là trên hết bắt bọn quậy phá hoại đua xe cần rào chắn không phải bằng thân thể,0
"2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> bạn không nên cầu phật giúp, nên cầu nhà nước giúp",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> không thể chấp nhận sự chia rẽ vùng miền làm mất đoàn kết dân tộc",0
<person> gì ? </s> tôi hay gọi là người bắc thôi sống lớn rồi thì ăn nói lịch sự chút,0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> tôi đi làm về mệt vãi lồn lướt facebook giải trí mà thấy mệt x2 địt mẹ,1
"official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> thôi xin người, nền âm nhạc việt nam 2025 bị làm sao ấy",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> hồi nói òa làm mà",0
boy phố mới nhú hay sao mà mặt ông cháu nào cũng non choẹt vậy? </s> ngu mấy cháu cấp 2 này,1
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> quá muộn màng, sao lúc đó cái mồm cứ gào lên anh hùng lắm mà",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> con biết sai là tốt rồi bác khuyên con nói gì cũng nghĩ trước nghĩ sau rồi hãy nói lớ miệng không với được lớ chân còn với được nên con đã biết sai là tốt rồi đánh người chạy đi không đánh người chạy lại nên con biết sai thì mọi người không nên nói nữa",0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> mày điên à mày ngoại tình là sai rồi nói mẹ gì nữa,1
"2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> kiến thức đâu , kinh nghiệm đâu, nghiệp vụ đâu? để xảy ra.",0
"boy phố ""gãy cánh"" ngay trước mặt </s> bố mẹ chúng nó là loại vô học, thiếu giáo dục, mất dạy mới để con cái thế. báo hại người đi đường. loại đó luật phải quy định căng dây cước cho đứt họng luôn",1
"vụ xe phân khối lớn đâm vào đôi bạn trẻ trên phố <person> video hành trình ghi lại cảnh chiếc bmw phóng vơi tốc độ kinh hoàng‼ nghe tiếng người bạn trai ôm bạn gái bị đứt lìa chân khóc thảm. </s> cỡ đó phải trên 150,",0
 </s> mày ngu à không đọc hiểu được bình luận tiếng việt của tôi vậy,1
 </s> hư rào,0
"boy phố mới nhú hay sao mà mặt ông cháu nào cũng non choẹt vậy? </s> không phải lẩm bẩm đâu, phóng nhanh quá gió tạt vào mồng mấy máy ý mà",0
"mới đây, mạng xã hội lan truyền clip 1 nhóm bạn trẻ người sài gòn ra hà nội chơi, buổi tối cả nhóm ra phố đi bộ <person> thăm quan và có tạt qua 1 hàng vỉa hè cạnh hồ để uống </s> vãi lồn trà chanh éo gì 40k/ cốc thế @ 20-25 không mắc cuốc rồi",1
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> khỏi may chửi nguyên miền nam rồi lên xin lỗi để pháp luật day may",0
official poster | visualizer mv body shaming ?- awai x win gì x <person> 15/08/2025 - 200 bàn về miệt thị ngoại hình <person> (miệt thị ngoại hình) là một </s> mv nặng quá load nãy giờ không xem được,0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> lời của một con đĩ từng trải,2
"cảm ơn em đã biến giấc mơ của anh thành hiện thực, giấc mơ mãi có em trong đời hôn đồng tính </s> lấy nhau như vậy cũng hay, nên gọi là hai chúng con, gọi là vợ chồng thì không phù hợp lắm nhỉ, chúc hai em hạnh phúc",0
nữ sinh bật khóc khi lực lượng cảnh sát giao thông thông báo mức phạt với lỗi vượt đèn đỏ là 5 triệu đồng và trừ 4 điểm giấy phép lái xe. </s> đừng có ngụy biện cán bộ cũng không cứu được cháu đâu,0
"2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> xử lý nghiêm 2 thằng ngáo này , tăng nặng hình phạt , cấm chạy xe vĩnh viễn",0
2 báo thủ thông chốt làm 1 chiến sĩ cscđ chấn thương sọ não </s> gặp thì né đi . cản nó,0
"1 đoạn video đang lan truyền trên threads quay lại cảnh người nào đó đã chạy tốc độ cực cao hơn 100 km/giờ trong khu vực nội thành đã thế xe không gương, vượt ẩu, chạy vào làn ô tô nữa. </s> vào thì cháu tôi ở nhà ngoan lắm, lấy gậy phang mấy cái thì đòi kiện tụng",0
"phân biệt vùng miền, miệt thị người dân vùng lũ. <person> lên tiếng xin lỗi nhưng . quá muộn! </s> dại lắm con ơi",0
cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> tôi nói con gái mà,0
"cay đắng cảnh anh chồng bắt quả tang vợ lén lút ngoại tình. mặc cho quỳ gối van xin hết lời nhưng chị vợ nhất quyết không về </s> đéo ra gì thì chia tay, đéo phải lấp liếm cho việc ngoại tình. vào mày chắc mày kêu trời đất tôi.",1
"cặp đôi ninh - dương gây sốt khi bán 2,8tr/vé cho fan meeting. </s> sau lên chức ông già mày mới hiểu. ngày mày sinh được đứa con trai nó vui thế nào. và thế rồi lớn nó lại chi chim ăn chị**",2
